Parasitized,212,40,15,11501,0
Parasitized,10,40.5,12.5,70,828
Parasitized,39,12944.5,0,0,0
Parasitized,123.5,94.5,15757,0,0
Parasitized,6128.5,0,0,0,0
Parasitized,192,4,16649.5,0,0
Parasitized,121.5,14787.5,0,0,0
Parasitized,11899,0,0,0,0
Parasitized,253.5,119.5,4,6709,0
Parasitized,236,10348.5,0,0,0
Parasitized,4692.5,0,0,0,0
Parasitized,47.5,749,12297,0,0
Parasitized,94,573.5,5.5,10320.5,0
Parasitized,252,16683.5,0,0,0
Parasitized,22.5,7,32.5,216.5,14783.5
Parasitized,5.5,83,60,95.5,11365.5
Parasitized,11,10764.5,0,0,0
Parasitized,97,11111,0,0,0
Parasitized,15130,0,0,0,0
Parasitized,144.5,15736,0,0,0
Parasitized,12546.5,0,0,0,0
Parasitized,198,13498.5,0,0,0
Parasitized,77,15750.5,0,0,0
Parasitized,323.5,9.5,1,0.5,11
Parasitized,138.5,16347.5,0,0,0
Parasitized,153.5,103,16380.5,0,0
Parasitized,61.5,83,122,14745.5,0
Parasitized,849.5,14980,0,0,0
Parasitized,347,0,229,15,0
Parasitized,43,5.5,0,0,0
Parasitized,163.5,7366.5,0,0,0
Parasitized,147.5,13642.5,0,0,0
Parasitized,11,28.5,277.5,15911,0
Parasitized,96,9344,0,0,0
Parasitized,148,38,291.5,11401,0
Parasitized,157.5,10565,0,0,0
Parasitized,131.5,11531.5,0,0,0
Parasitized,17.5,2,5.5,4,11
Parasitized,2.5,3104.5,0,0,0
Parasitized,18.5,100.5,11409,0,0
Parasitized,113.5,10767,0,0,0
Parasitized,478,3029.5,10073,0,0
Parasitized,231,620,96.5,246,31
Parasitized,165,5290,10543,0,0
Parasitized,23.5,1.5,7654,0,0
Parasitized,184.5,15431,0,0,0
Parasitized,94.5,16720,0,0,0
Parasitized,88.5,118.5,11515,0,0
Parasitized,181.5,8187,0,0,0
Parasitized,167.5,58,10495,0,0
Parasitized,316,7865.5,0,0,0
Parasitized,306.5,189,203.5,13223.5,0
Parasitized,158,22.5,142,128,12769
Parasitized,122.5,13345,7,0,0
Parasitized,191,413.5,8840.5,0,0
Parasitized,157,208,12778.5,0,0
Parasitized,4,70.5,20,171.5,41
Parasitized,10,213,10420.5,0,0
Parasitized,39.5,8666,0,0,0
Parasitized,20,287.5,7716.5,0,0
Parasitized,190.5,234,14458,0,0
Parasitized,38,313.5,11630,0,0
Parasitized,274.5,12426,0,0,0
Parasitized,15435.5,0,0,0,0
Parasitized,10050,0,0,0,0
Parasitized,122,17219.5,0,0,0
Parasitized,193.5,70.5,14,225.5,44.5
Parasitized,164.5,22.5,15,17755.5,0
Parasitized,9536.5,0,0,0,0
Parasitized,173.5,39.5,9299.5,0,0
Parasitized,11.5,42,11554.5,0,0
Parasitized,259,12586,0,0,0
Parasitized,21.5,236,12190,0,0
Parasitized,119.5,10218,0,0,0
Parasitized,251.5,12480.5,0,0,0
Parasitized,11872,0,0,0,0
Parasitized,2,46.5,42.5,14,64
Parasitized,200,8282.5,0,0,0
Parasitized,209.5,15191,0,0,0
Parasitized,135.5,12763.5,0,0,0
Parasitized,89.5,13974,0,0,0
Parasitized,45,311,217,49,8773
Parasitized,201.5,4763,0,0,0
Parasitized,102,89.5,13123.5,0,0
Parasitized,81,2,13969.5,0,0
Parasitized,0,1214,0,1093,5
Parasitized,28.5,8937,0,0,0
Parasitized,173,15291.5,0,0,0
Parasitized,21,5.5,43.5,270.5,14555
Parasitized,322.5,17.5,40.5,0,4
Parasitized,84.5,7.5,72.5,14080,0
Parasitized,172.5,13987.5,0,0,0
Parasitized,33.5,53,46.5,40.5,144.5
Parasitized,259,15828.5,0,0,0
Parasitized,44,214.5,7731,0,0
Parasitized,97,0,0,6631,11627
Parasitized,12.5,6,168,285.5,16294
Parasitized,184,15667.5,0,0,0
Parasitized,94,136,14661,0,0
Parasitized,148.5,11777,0,0,0
Parasitized,67,98,12957.5,0,0
Parasitized,19.5,214,9985.5,0,0
Parasitized,146,11480.5,0,0,0
Parasitized,77.5,12929,0,0,0
Parasitized,0,77,12560.5,0,0
Parasitized,74.5,9695,0,0,0
Parasitized,176,33,171.5,71.5,133.5
Parasitized,201,12934,0,0,0
Parasitized,128,23145.5,0,0,0
Parasitized,129,9162.5,0,0,0
Parasitized,83.5,15647,0,0,0
Parasitized,12.5,320.5,25,111.5,809
Parasitized,16618.5,0,0,0,0
Parasitized,352.5,4,105.5,225.5,231.5
Parasitized,57,14925,0,0,0
Parasitized,2,47.5,0,19,54
Parasitized,9.5,2,9396.5,0,0
Parasitized,42.5,11081.5,0,0,0
Parasitized,2,10,0,29,7.5
Parasitized,397,14726.5,0,0,0
Parasitized,173,10944,0,0,0
Parasitized,6,249.5,285,14588,0
Parasitized,39,151.5,136.5,15840,0
Parasitized,8.5,83.5,9666,0,0
Parasitized,169.5,12008.5,0,0,0
Parasitized,173.5,8,13796,0,0
Parasitized,195,12670,0,0,0
Parasitized,173,13076,0,0,0
Parasitized,14661.5,0,0,0,0
Parasitized,188.5,3342,0,0,0
Parasitized,145.5,14872,0,0,0
Parasitized,11,359,16129,0,0
Parasitized,4,12.5,29.5,182,31
Parasitized,226,20627,0,0,0
Parasitized,64.5,12.5,14157.5,0,0
Parasitized,8899.5,0,0,0,0
Parasitized,161.5,66,16723.5,0,0
Parasitized,168,345.5,361.5,16,0
Parasitized,344,39.5,13941,0,0
Parasitized,233,29.5,12288.5,0,0
Parasitized,407.5,10466.5,0,0,0
Parasitized,7894,0,0,0,0
Parasitized,416,9888,0,0,0
Parasitized,142.5,44,14218.5,0,0
Parasitized,663.5,2,11552.5,0,0
Parasitized,14705,0,0,0,0
Parasitized,155.5,9740,0,0,0
Parasitized,195,14350.5,0,0,0
Parasitized,143,18578.5,0,0,0
Parasitized,77,6518,0,0,0
Parasitized,55,130,7086,0,0
Parasitized,140,15169,0,0,0
Parasitized,1.5,43.5,21925.5,0,0
Parasitized,140,132.5,4,27,8415.5
Parasitized,14835,0,0,0,0
Parasitized,19,6567,10264,0,0
Parasitized,103,14843,0,0,0
Parasitized,137.5,10373.5,0,0,0
Parasitized,53.5,11989,0,0,0
Parasitized,191,12498.5,0,0,0
Parasitized,11.5,30,282,11099,0
Parasitized,44,3202.5,5720,0,0
Parasitized,0,2,4354.5,10100.5,0
Parasitized,368,16834.5,0,0,0
Parasitized,158.5,422,15,43.5,5.5
Parasitized,237.5,11818,0,0,0
Parasitized,11238,0,0,0,0
Parasitized,21,287.5,13158,0,0
Parasitized,270,16071.5,0,0,0
Parasitized,115.5,132,9110.5,0,0
Parasitized,197,15973,0,0,0
Parasitized,201.5,11627,0,0,0
Parasitized,185.5,35,121.5,24,107.5
Parasitized,164.5,10640,0,0,0
Parasitized,142,17038,0,0,0
Parasitized,223,18657.5,0,0,0
Parasitized,163.5,117,7367,0,0
Parasitized,27,12290,0,0,0
Parasitized,147.5,13024,0,0,0
Parasitized,83.5,25.5,5757.5,0,0
Parasitized,448,13929,0,0,0
Parasitized,22,1170.5,566,1432.5,172.5
Parasitized,0,8.5,5.5,7,3.5
Parasitized,6,651.5,0,0,113.5
Parasitized,170,17794.5,0,0,0
Parasitized,180.5,15793,0,0,0
Parasitized,9359.5,0,0,0,0
Parasitized,145,52,26.5,13381.5,0
Parasitized,204,16280,0,0,0
Parasitized,52.5,13887,0,0,0
Parasitized,12205.5,0,0,0,0
Parasitized,9.5,49,25,178.5,46.5
Parasitized,230,12586,0,0,0
Parasitized,39,77,166.5,15797,0
Parasitized,150,80,11945,0,0
Parasitized,5.5,33.5,267.5,4,35
Parasitized,219.5,48,13605.5,0,0
Parasitized,56.5,374,4843,9598.5,0
Parasitized,152.5,15444.5,0,0,0
Parasitized,169,133,13294,0,0
Parasitized,1261,13508,0,0,0
Parasitized,186,17382.5,0,0,0
Parasitized,182,15998,0,0,0
Parasitized,190,127,16682,0,0
Parasitized,354.5,1412.5,12265,0,0
Parasitized,177,10198.5,0,0,0
Parasitized,2,243,10055,0,0
Parasitized,14474,0,0,0,0
Parasitized,290.5,13976,0,0,0
Parasitized,179,9175,0,0,0
Parasitized,11,9416.5,0,0,0
Parasitized,29.5,168,12876,0,0
Parasitized,40.5,13007.5,0,0,0
Parasitized,148.5,15155,0,0,0
Parasitized,138.5,19037.5,0,0,0
Parasitized,73.5,175.5,15533,0,0
Parasitized,185,10476,0,0,0
Parasitized,168,10428.5,0,0,0
Parasitized,240,16038,0,0,0
Parasitized,659,180.5,127.5,17547,0
Parasitized,116,17949,0,0,0
Parasitized,72.5,107.5,13695,0,0
Parasitized,12698,0,0,0,0
Parasitized,351,12445,0,0,0
Parasitized,16.5,18246.5,0,0,0
Parasitized,190.5,16481,0,0,0
Parasitized,87,4,45,11079,0
Parasitized,149.5,161.5,14348.5,0,0
Parasitized,152.5,19.5,22.5,12981,0
Parasitized,71,14727.5,0,0,0
Parasitized,133.5,14675.5,0,0,0
Parasitized,14013.5,0,0,0,0
Parasitized,171,164.5,16227.5,0,0
Parasitized,145,213,10420.5,0,0
Parasitized,153.5,9528,0,0,0
Parasitized,60.5,7,24.5,42.5,26.5
Parasitized,37,26.5,13.5,151,11226
Parasitized,826,12193.5,0,0,0
Parasitized,25,28.5,11961,0,0
Parasitized,192.5,17,15089,0,0
Parasitized,154,11069.5,0,0,0
Parasitized,15496,0,0,0,0
Parasitized,0,15276.5,0,0,0
Parasitized,189,13273,0,0,0
Parasitized,25.5,7202.5,0,0,0
Parasitized,24.5,260.5,92,103,10475.5
Parasitized,4756.5,9577.5,0,0,0
Parasitized,59.5,202,120.5,288.5,25
Parasitized,52,166,16052.5,0,0
Parasitized,36,32,2,100.5,87
Parasitized,93,11318,0,0,0
Parasitized,8.5,56.5,13770,0,0
Parasitized,0,330.5,3033.5,0,0
Parasitized,8247.5,0,0,0,0
Parasitized,212.5,77.5,10440,0,0
Parasitized,212.5,11601,0,0,0
Parasitized,113.5,148,62,10891,0
Parasitized,204,9289.5,0,0,0
Parasitized,263.5,5.5,181.5,13124.5,0
Parasitized,9449.5,0,0,0,0
Parasitized,206,62.5,13568,0,0
Parasitized,291.5,8.5,11216.5,0,0
Parasitized,133.5,8727,0,0,0
Parasitized,166.5,8,240.5,218,12605.5
Parasitized,179,36.5,15137.5,0,0
Parasitized,645,719,15257.5,0,0
Parasitized,74.5,163.5,150,11422.5,0
Parasitized,7.5,0,0,0,1238
Parasitized,9892,0,0,0,0
Parasitized,27,9082.5,0,0,0
Parasitized,155.5,13957,0,0,0
Parasitized,474.5,13677,0,0,0
Parasitized,179,83,10828,0,0
Parasitized,205,191.5,29.5,13548.5,0
Parasitized,5514,8856,0,0,0
Parasitized,149,24,12223.5,0,0
Parasitized,421,5.5,10783,0,0
Parasitized,6490.5,0,0,0,0
Parasitized,16,2,12029.5,0,0
Parasitized,14329,0,0,0,0
Parasitized,5335.5,0,0,0,0
Parasitized,120.5,66,11617.5,0,0
Parasitized,189,9448.5,0,0,0
Parasitized,11.5,7,258.5,15461.5,0
Parasitized,205,12689.5,0,0,0
Parasitized,15,93.5,70,13981.5,0
Parasitized,9.5,847.5,19,46.5,20
Parasitized,194,298,14869,0,0
Parasitized,101.5,114,4,7.5,1
Parasitized,10.5,8711,0,0,0
Parasitized,0.5,0,476.5,0,0
Parasitized,108.5,12930.5,0,0,0
Parasitized,69,412.5,13300.5,0,0
Parasitized,67,12231.5,0,0,0
Parasitized,98.5,132,13274.5,0,0
Parasitized,13.5,215.5,16237,0,0
Parasitized,0,0,6,5,125.5
Parasitized,86,12040,0,0,0
Parasitized,280,17034,0,0,0
Parasitized,34.5,48,128,32,112
Parasitized,213,57,11505.5,0,0
Parasitized,175,9283,0,0,0
Parasitized,297.5,7881.5,0,0,0
Parasitized,41,15678.5,0,0,0
Parasitized,18,20.5,15,519,88.5
Parasitized,278.5,38,37.5,171.5,8
Parasitized,15,11,8774.5,0,0
Parasitized,85,15355.5,0,0,0
Parasitized,160,184,26469.5,0,0
Parasitized,200.5,4,10830,0,0
Parasitized,471.5,134,4535.5,0,0
Parasitized,38,12.5,401.5,16401.5,0
Parasitized,452,16371.5,0,0,0
Parasitized,68,15838.5,0,0,0
Parasitized,20.5,75,7,12593.5,0
Parasitized,5.5,83.5,15082.5,0,0
Parasitized,187,11251,0,0,0
Parasitized,39,341.5,115.5,387.5,605.5
Parasitized,204,10,274,61,249.5
Parasitized,2,12,0,10,1183
Parasitized,11.5,102,13493,0,0
Parasitized,157.5,12204,0,0,0
Parasitized,163,14698.5,0,0,0
Parasitized,30.5,44,21,372.5,0
Parasitized,149,15552.5,0,0,0
Parasitized,75.5,14778.5,0,0,0
Parasitized,12102.5,0,0,0,0
Parasitized,2,157.5,13488.5,0,0
Parasitized,13125.5,0,0,0,0
Parasitized,203.5,17.5,17.5,14805.5,0
Parasitized,82,12661,0,0,0
Parasitized,875,10,132,8603,0
Parasitized,102.5,9987,0,0,0
Parasitized,226.5,11881,0,0,0
Parasitized,75,31.5,113,7281,0
Parasitized,21,421,176.5,16033,0
Parasitized,104.5,175,14343.5,0,0
Parasitized,176,13395,0,0,0
Parasitized,123.5,11228,0,0,0
Parasitized,56.5,59,44,12622,0
Parasitized,21828.5,0,0,0,0
Parasitized,329,11536.5,0,0,0
Parasitized,487,6842.5,0,0,0
Parasitized,1,23.5,3.5,12512.5,0
Parasitized,5.5,14354.5,0,0,0
Parasitized,83.5,29.5,7491.5,0,0
Parasitized,128,602,10802,0,0
Parasitized,8,43.5,49.5,15,251
Parasitized,160.5,12614,0,0,0
Parasitized,256.5,32,11131,0,0
Parasitized,203,13874.5,0,0,0
Parasitized,76.5,188,20239.5,0,0
Parasitized,17445,0,0,0,0
Parasitized,296.5,10556.5,0,0,0
Parasitized,183.5,13922,0,0,0
Parasitized,223.5,18322.5,0,0,0
Parasitized,76.5,260.5,9648.5,0,0
Parasitized,20,80,9191.5,0,0
Parasitized,36,16752.5,0,0,0
Parasitized,283,54.5,11837.5,0,0
Parasitized,88,11005,0,0,0
Parasitized,58,175.5,8376.5,0,0
Parasitized,73,272,1681.5,13245,0
Parasitized,5847.5,0,0,0,0
Parasitized,215.5,68,7143,0,0
Parasitized,7456.5,1,0,0,0
Parasitized,53,363,12747.5,156,0
Parasitized,6884,9403,0,0,0
Parasitized,243.5,13.5,14767,0,0
Parasitized,3428,144,8761,0,0
Parasitized,99,10513.5,0,0,0
Parasitized,38,192,12192.5,0,0
Parasitized,12341,0,0,0,0
Parasitized,1926,613,5.5,472,9653.5
Parasitized,151.5,127,10130.5,0,0
Parasitized,213.5,5047.5,10326,0,0
Parasitized,399.5,10449.5,0,0,0
Parasitized,144,11945,0,0,0
Parasitized,241,11175.5,0,0,0
Parasitized,9749,0,0,0,0
Parasitized,199,13863.5,0,0,0
Parasitized,42.5,52,11765.5,0,0
Parasitized,84.5,12999.5,0,0,0
Parasitized,183.5,16644,0,0,0
Parasitized,36.5,15,190,12319.5,0
Parasitized,129,137,12217.5,0,0
Parasitized,16024,0,0,0,0
Parasitized,266,156.5,37.5,11999,0
Parasitized,151.5,146,16890,0,0
Parasitized,14,26,29.5,12.5,9.5
Parasitized,165,74.5,172,11873,0
Parasitized,44,4.5,0,0,0
Parasitized,184.5,13353,0,0,0
Parasitized,199.5,8442.5,0,0,0
Parasitized,174,12155,0,0,0
Parasitized,8.5,37.5,35.5,16.5,327.5
Parasitized,106,16936.5,0,0,0
Parasitized,201.5,96.5,290.5,9909,0
Parasitized,14,2,166,12624.5,0
Parasitized,24.5,62.5,84.5,9421,0
Parasitized,7796,0,0,0,0
Parasitized,128,34,372,55,83.5
Parasitized,94.5,13620,0,0,0
Parasitized,217,16486,0,0,0
Parasitized,117.5,17409.5,67,0,0
Parasitized,163,12732,0,0,0
Parasitized,186.5,14657,0,0,0
Parasitized,59.5,10293.5,0,0,0
Parasitized,181.5,8832,0,0,0
Parasitized,88,93,1195.5,389.5,16.5
Parasitized,195,15262.5,0,0,0
Parasitized,11,6,1909.5,5.5,442
Parasitized,87.5,19217,0,0,0
Parasitized,7114.5,0,0,0,0
Parasitized,9057,0,0,0,0
Parasitized,181,38.5,446.5,11901,0
Parasitized,213.5,19661,0,0,0
Parasitized,13980.5,0,0,0,0
Parasitized,248,14391.5,0,0,0
Parasitized,66.5,126,1260,61,25.5
Parasitized,150,10412.5,0,0,0
Parasitized,18.5,10516.5,0,0,0
Parasitized,9897,0,0,0,0
Parasitized,170.5,12941,0,0,0
Parasitized,22,10164,0,0,0
Parasitized,61,210.5,14747,0,0
Parasitized,124.5,27,18535,0,0
Parasitized,15,0.5,5.5,1177.5,12.5
Parasitized,178,16,339,138,162
Parasitized,280.5,359,314.5,127,9451.5
Parasitized,11,248,12194.5,0,0
Parasitized,14,129.5,10981,0,0
Parasitized,34.5,94.5,12138.5,0,0
Parasitized,99.5,4,39,93,49.5
Parasitized,165,12938.5,0,0,0
Parasitized,324,7974.5,0,0,0
Parasitized,64.5,77,43.5,15950.5,0
Parasitized,8543.5,0,0,0,0
Parasitized,150,9841,0,0,0
Parasitized,14144,0,0,0,0
Parasitized,0,5.5,3.5,5289,0
Parasitized,41.5,114,61.5,22.5,76
Parasitized,163.5,13196,0,0,0
Parasitized,338.5,17,15344.5,0,0
Parasitized,193.5,10232,0,0,0
Parasitized,59,28,11223,0,0
Parasitized,142,13818,0,0,0
Parasitized,8101,0,0,0,0
Parasitized,22,8645.5,0,0,0
Parasitized,178,12857.5,0,0,0
Parasitized,68.5,8.5,0,0,1.5
Parasitized,0,11.5,12111.5,0,0
Parasitized,205.5,11678.5,0,0,0
Parasitized,142,162,15906.5,0,0
Parasitized,256,12588,0,0,0
Parasitized,15260,0,0,0,0
Parasitized,2,44.5,145.5,14812,0
Parasitized,8481.5,0,0,0,0
Parasitized,88,13024.5,0,0,0
Parasitized,278,157,12729,0,0
Parasitized,70,12818,0,0,0
Parasitized,310.5,15402,0,0,0
Parasitized,128,11604.5,0,0,0
Parasitized,77,8299,0,0,0
Parasitized,9794,0,0,0,0
Parasitized,204,16744.5,0,0,0
Parasitized,165,2,31,12446,0
Parasitized,7,35.5,15,25,9442.5
Parasitized,63.5,9285.5,0,0,0
Parasitized,49.5,18102.5,0,0,0
Parasitized,7,12222.5,0,0,0
Parasitized,4,126.5,9605,0,0
Parasitized,13129.5,0,0,0,0
Parasitized,0,15518,0,0,0
Parasitized,7,8.5,17.5,49,99.5
Parasitized,1626,4,1472.5,14245.5,0
Parasitized,16092,0,0,0,0
Parasitized,467,11199,0,0,0
Parasitized,141,62.5,2,49,173
Parasitized,84.5,10065,0,0,0
Parasitized,27,8.5,64.5,81,30946
Parasitized,34,13198,0,0,0
Parasitized,635.5,199,13152.5,0,0
Parasitized,153.5,12709.5,0,0,0
Parasitized,141.5,171,12391,0,0
Parasitized,16581,0,0,0,0
Parasitized,3713.5,0,0,0,0
Parasitized,134.5,13347.5,0,0,0
Parasitized,14662,0,0,0,0
Parasitized,188.5,12667.5,0,0,0
Parasitized,176,14743.5,0,0,0
Parasitized,98.5,140,9732,0,0
Parasitized,15,131.5,27,280.5,63.5
Parasitized,127,14327,0,0,0
Parasitized,89,10001.5,0,0,0
Parasitized,177.5,10077.5,0,0,0
Parasitized,85,10604,0,0,0
Parasitized,228.5,8357.5,0,0,0
Parasitized,0,1016.5,5037.5,11443.5,0
Parasitized,177,9805.5,0,0,0
Parasitized,118,13689.5,0,0,0
Parasitized,145.5,71.5,16,16.5,5.5
Parasitized,156.5,15306,0,0,0
Parasitized,82.5,141.5,11995,0,0
Parasitized,139.5,9394.5,0,0,0
Parasitized,9,68,139,12615,0
Parasitized,186,11761.5,0,0,0
Parasitized,3,5,390.5,106.5,3726
Parasitized,36,289,16627,0,0
Parasitized,41,13645,0,0,0
Parasitized,13645,0,0,0,0
Parasitized,11194.5,0,0,0,0
Parasitized,141,313,171.5,12.5,10414.5
Parasitized,143,16710.5,0,0,0
Parasitized,280,2,16.5,5092,12854.5
Parasitized,25,55.5,10602.5,0,0
Parasitized,131.5,11421.5,0,0,0
Parasitized,238,17.5,14638.5,0,0
Parasitized,121.5,91.5,77.5,236.5,2
Parasitized,16858.5,0,0,0,0
Parasitized,12498,0,0,0,0
Parasitized,136.5,10505.5,0,0,0
Parasitized,216,6274.5,0,0,0
Parasitized,109,8294.5,0,0,0
Parasitized,165.5,12537,0,0,0
Parasitized,116,9956.5,0,0,0
Parasitized,235,14472,0,0,0
Parasitized,127.5,9071,0,0,0
Parasitized,16.5,31.5,31,15982,0
Parasitized,185.5,17427,0,0,0
Parasitized,211.5,9365,0,0,0
Parasitized,11.5,13751.5,0,0,0
Parasitized,1,4,8.5,8880,0
Parasitized,136.5,16430.5,0,0,0
Parasitized,33,92,4,2,12365
Parasitized,69.5,13257.5,0,0,0
Parasitized,15,174,9936,0,0
Parasitized,149,11991.5,0,0,0
Parasitized,95,110,9426.5,0,0
Parasitized,8251,0,0,0,0
Parasitized,2,10607.5,0,0,0
Parasitized,10929.5,0,0,0,0
Parasitized,171,9589,0,0,0
Parasitized,14.5,3.5,0,5270.5,11783.5
Parasitized,118.5,11204.5,0,0,0
Parasitized,5.5,154,11941,0,0
Parasitized,0,0,61,179,5276.5
Parasitized,275,7,40.5,14679.5,0
Parasitized,134,28.5,45,21.5,84
Parasitized,16,155,141,4,257.5
Parasitized,17.5,162,11350,0,0
Parasitized,100.5,171.5,11355,0,0
Parasitized,255,9816,0,0,0
Parasitized,197.5,9896,0,0,0
Parasitized,64.5,12.5,10289.5,0,0
Parasitized,35,12502,0,0,0
Parasitized,279,17.5,164.5,9784,0
Parasitized,151.5,8.5,15890.5,0,0
Parasitized,29.5,2,240.5,17.5,8.5
Parasitized,165.5,11472.5,0,0,0
Parasitized,177.5,9407.5,0,0,0
Parasitized,2,172.5,23,6,120.5
Parasitized,8.5,14.5,71,111,17.5
Parasitized,77,8212.5,0,0,0
Parasitized,12186,0,0,0,0
Parasitized,157.5,0,11.5,12403.5,0
Parasitized,71,6581.5,0,0,0
Parasitized,11989.5,0,0,0,0
Parasitized,113,53.5,137,12518,0
Parasitized,173,14538.5,0,0,0
Parasitized,0,2,7,2,11
Parasitized,253,13742.5,0,0,0
Parasitized,19,62.5,296,13727.5,0
Parasitized,179,14162.5,0,0,0
Parasitized,58.5,4,928,44.5,10833
Parasitized,180,12743.5,0,0,0
Parasitized,194.5,17,46.5,296.5,12119.5
Parasitized,94.5,88,12174.5,0,0
